wellkey,api_suffix,wellid,well_name,well_redrill,comp_flag,NEW_WELL_NAME
B609,02,B609B,B609,B,1,B609_02
C423,01,C423A,C423,A,1,C423_01
B628,02,B628B,B628,B,1,B628_02
C643,01,C643A,C643,A,1,C643_01
A364,03,A364Z,A364,Z,1,A364_03
B757,01,B757A,B757,A,1,B757_01
B726,00,B726,B726,,1,B726_00
C458,01,C458A,C458,A,1,C458_01
B560,00,,,,0,B560_00
B732,01,B732,B732,,1,B732_01
B560,01,B560,B560,,1,B560_01
B733,00,B733,B733,,1,B733_00
B637,01,B637A,B637,A,1,B637_01
B731,00,B731,B731,,1,B731_00
C129,04,C129C,C129,C,1,C129_04
B237,01,B237A,B237,A,1,B237_01
B559,00,B559,B559,,1,B559_00
C650,01,C650A,C650,A,1,C650_01
C609,02,C609B,C609,B,1,C609_02
B767,01,B767A,B767,A,1,B767_01
B728,00,B728,B728,,1,B728_00
C322,01,C322A,C322,A,1,C322_01
B833,02,,,,0,B833_02
B833,03,B833A,B833,A,1,B833_03
C811,01,C811A,C811,A,1,C811_01
B760,00,B760,B760,,1,B760_00
B729,00,B729,B729,,1,B729_00
B318,03,B318C,B318,C,1,B318_03
C352,00,C352,C352,,1,C352_00
B556,00,B556,B556,,1,B556_00
C761,01,C761A,C761,A,1,C761_01
B745,00,,,,0,B745_00
C317,01,,,,0,C317_01
C317,02,C317A,C317,A,1,C317_02
B730,00,B730,B730,,1,B730_00
C349,00,C349,C349,,1,C349_00
B745,01,B745,B745,,1,B745_01
C705,01,C705A,C705,A,1,C705_01
B624,01,,,,0,B624_01
B624,02,,,,0,B624_02
B624,03,B624A,B624,A,1,B624_03
C434,01,C434A,C434,A,1,C434_01
B748,00,B748,B748,,1,B748_00
C817,01,,,,0,C817_01
C817,02,C817A,C817,A,1,C817_02
B531,00,B531,B531,,1,B531_00
C732,02,C732B,C732,B,1,C732_02
B413,01,B413A,B413,A,1,B413_01
C116,01,C116A,C116,A,1,C116_01
B112,01,B112A,B112,A,1,B112_01
B316,02,B316B,B316,B,1,B316_02
C708,03,C708C,C708,C,1,C708_03
C245,02,C245A,C245,A,1,C245_02
B736,00,B736,B736,,1,B736_00
C352,00,C352Z,C352,Z,1,C352_00
B236,01,B236A,B236,A,1,B236_01
C651,00,C651,C651,,1,C651_00
C651,01,C651A,C651,A,1,C651_01
B744,00,B744,B744,,1,B744_00
B703,01,B703A,B703,A,1,B703_01
B753,00,B753,B753,,1,B753_00
C242,00,C242,C242,,1,C242_00
C242,01,C242A,C242,A,1,C242_01
C335,01,C335A,C335,A,1,C335_01
B558,00,B558,B558,,1,B558_00
B750,00,B750,B750,,1,B750_00
C145,01,C145A,C145,A,1,C145_01
B225,01,B225A,B225,A,1,B225_01
B219,01,B219A,B219,A,1,B219_01
C409,03,C409C,C409,C,1,C409_03
C245,01,,,,0,C245_01
B557,00,B557,B557,,1,B557_00
B813,00,B813,B813,,1,B813_00
B739,02,B739Z,B739,Z,1,B739_02
C522,01,C522A,C522,A,1,C522_01
B543,00,B543,B543,,1,B543_00
B535,00,,,,0,B535_00
B535,01,B535,B535,,1,B535_01
C412,03,C412C,C412,C,1,C412_03
D114,01,D114Z,D114,Z,1,D114_01
B537,00,B537,B537,,1,B537_00
B202,01,B202A,B202,A,1,B202_01
C535,02,C535B,C535,B,1,C535_02
C538,01,C538A,C538,A,1,C538_01
C819,02,C819B,C819,B,1,C819_02
B553,00,B553,B553,,1,B553_00
B756,02,B756A,B756,A,1,B756_02
B540,00,B540,B540,,1,B540_00
B807,02,B807B,B807,B,1,B807_02
B752,00,B752,B752,,1,B752_00
B409,02,B409B,B409,B,1,B409_02
C416,01,C416A,C416,A,1,C416_01
C252,00,C252,C252,,1,C252_00
C658,02,C658B,C658,B,1,C658_02
B758,00,,,,0,B758_00
B817,01,B817A,B817,A,1,B817_01
C129,05,C129D,C129,D,1,C129_05
C407,02,C407Z,C407,Z,1,C407_02
J180,00,J180,J180,,1,J180_00
B541,00,B541,B541,,1,B541_00
B754,00,B754,B754,,1,B754_00
C344,00,C344,C344,,1,C344_00
B132,01,B132A,B132,A,1,B132_01
B130,03,B130C,B130,C,1,B130_03
C141,02,C141B,C141,B,1,C141_02
J155,00,J155,J155,,1,J155_00
J185,00,J185,J185,,1,J185_00
C106,00,C106,C106,,1,C106_00
B555,00,B555,B555,,1,B555_00
J153,00,J153,J153,,1,J153_00
D307,01,D307Z,D307,Z,1,D307_01
B762,00,B762,B762,,1,B762_00
J125,00,J125,J125,,1,J125_00
C810,02,C810B,C810,B,1,C810_02
B136,01,B136A,B136,A,1,B136_01
C140,02,C140B,C140,B,1,C140_02
J117,00,J117,J117,,1,J117_00
B319,03,B319C,B319,C,1,B319_03
J119,01,J119A,J119,A,1,J119_01
J149,00,J149,J149,,1,J149_00
C644,01,C644A,C644,A,1,C644_01
B410,01,B410A,B410,A,1,B410_01
C315,01,C315A,C315,A,1,C315_01
C315,02,C315B,C315,B,1,C315_02
B427,01,B427A,B427,A,1,B427_01
C718,01,C718A,C718,A,1,C718_01
S412,00,S412,S412,,1,S412_00
S422,00,S422,S422,,1,S422_00
B115,01,B115A,B115,A,1,B115_01
J528,00,J528,J528,,1,J528_00
J184,00,J184,J184,,1,J184_00
B336,01,B336A,B336,A,1,B336_01
B818,01,B818A,B818,A,1,B818_01
B230,01,B230A,B230,A,1,B230_01
B533,00,B533,B533,,1,B533_00
C310,01,C310A,C310,A,1,C310_01
B434,01,B434A,B434,A,1,B434_01
C661,01,C661A,C661,A,1,C661_01
S426,00,S426,S426,,1,S426_00
J166,00,J166,J166,,1,J166_00
S101,01,S101A,S101,A,1,S101_01
J556,00,J556,J556,,1,J556_00
C246,01,C246A,C246,A,1,C246_01
J164,00,J164,J164,,1,J164_00
J557,00,J557,J557,,1,J557_00
C326,01,C326A,C326,A,1,C326_01
B317,01,B317A,B317,A,1,B317_01
S424,00,S424,S424,,1,S424_00
C105,01,C105A,C105,A,1,C105_01
S420,00,S420,S420,,1,S420_00
B439,02,B439B,B439,B,1,B439_02
C809,02,C809B,C809,B,1,C809_02
B765,03,B765C,B765,C,1,B765_03
B528,00,B528,B528,,1,B528_00
S418,00,S418,S418,,1,S418_00
J420,00,J420,J420,,1,J420_00
C807,03,C807C,C807,C,1,C807_03
S416,00,S416,S416,,1,S416_00
J426,00,J426,J426,,1,J426_00
C731,02,C731B,C731,B,1,C731_02
S427,00,S427,S427,,1,S427_00
S423,00,S423,S423,,1,S423_00
J461,00,J461,J461,,1,J461_00
B103,01,B103A,B103,A,1,B103_01
B412,02,B412B,B412,B,1,B412_02
S410,00,S410,S410,,1,S410_00
B766,00,B766,B766,,1,B766_00
J446,00,J446,J446,,1,J446_00
S413,00,S413,S413,,1,S413_00
C348,00,C348,C348,,1,C348_00
J445,02,J445B,J445,B,1,J445_02
A824,00,A824Z,A824,Z,1,A824_00
J447,00,J447,J447,,1,J447_00
B227,02,B227B,B227,B,1,B227_02
C240,00,C240,C240,,1,C240_00
J427,01,J427A,J427,A,1,J427_01
D117,01,D117Z,D117,Z,1,D117_01
A544,00,A544Z,A544,Z,1,A544_00
S421,00,S421,S421,,1,S421_00
B530,00,B530,B530,,1,B530_00
B565,00,B565Z,B565,Z,1,B565_00
J563,00,J563,J563,,1,J563_00
C251,00,C251,C251,,1,C251_00
B402,01,B402A,B402,A,1,B402_01
C113,03,C113B,C113,B,1,C113_03
S425,00,S425,S425,,1,S425_00
S513,00,S513,S513,,1,S513_00
B716,00,B716Z,B716,Z,1,B716_00
J549,00,J549,J549,,1,J549_00
C127,03,,,,0,C127_03
S510,00,S510,S510,,1,S510_00
C108,01,C108A,C108,A,1,C108_01
B538,00,B538,B538,,1,B538_00
J513,01,J513A,J513,A,1,J513_01
B104,02,B104B,B104,B,1,B104_02
S509,00,S509,S509,,1,S509_00
J565,00,J565,J565,,1,J565_00
B532,00,B532,B532,,1,B532_00
C206,00,C206,C206,,1,C206_00
B240,02,B240B,B240,B,1,B240_02
J540,00,J540,J540,,1,J540_00
B310,03,B310B,B310,B,1,B310_03
C303,01,C303A,C303,A,1,C303_01
C668,01,,,,0,C668_01
C668,02,C668A,C668,A,1,C668_02
J527,02,J527A,J527,A,1,J527_02
B117,01,B117A,B117,A,1,B117_01
S414,00,S414,S414,,1,S414_00
B414,02,B414B,B414,B,1,B414_02
C221,00,C221,C221,,1,C221_00
J552,02,J552B,J552,B,1,J552_02
C211,01,C211A,C211,A,1,C211_01
J526,01,J526A,J526,A,1,J526_01
C127,04,,,,0,C127_04
C112,00,C112,C112,,1,C112_00
A407,00,A407Z,A407,Z,1,A407_00
B602,00,B602Z,B602,Z,1,B602_00
C127,05,C127B,C127,B,1,C127_05
B239,01,B239A,B239,A,1,B239_01
B239,02,B239B,B239,B,1,B239_02
B311,01,B311A,B311,A,1,B311_01
C629,01,C629A,C629,A,1,C629_01
J469,01,J469A,J469,A,1,J469_01
B308,01,B308A,B308,A,1,B308_01
B314,01,B314A,B314,A,1,B314_01
A408,01,A408Z,A408,Z,1,A408_01
D605,00,D605Y,D605,Y,1,D605_00
A313,01,A313A,A313,A,1,A313_01
J438,02,J438B,J438,B,1,J438_02
A853,01,A853A,A853,A,1,A853_01
J466,01,J466A,J466,A,1,J466_01
C542,02,C542B,C542,B,1,C542_02
A631,00,,,,0,A631_00
A631,01,A631,A631,,1,A631_01
A631,02,A631A,A631,A,1,A631_02
C248,00,C248,C248,,1,C248_00
A552,01,A552A,A552,A,1,A552_01
J545,00,J545,J545,,1,J545_00
A801,02,A801B,A801,B,1,A801_02
C401,01,C401A,C401,A,1,C401_01
J554,02,J554A,J554,A,1,J554_02
C767,01,C767A,C767,A,1,C767_01
A235,01,A235A,A235,A,1,A235_01
J562,02,J562B,J562,B,1,J562_02
C623,02,C623Z,C623,Z,1,C623_02
C249,00,C249,C249,,1,C249_00
B431,01,B431Z,B431,Z,1,B431_01
J568,00,J568,J568,,1,J568_00
B630,01,B630Z,B630,Z,1,B630_01
J127,01,J127A,J127,A,1,J127_01
C136,02,C136B,C136,B,1,C136_02
J525,02,J525A,J525,A,1,J525_02
J126,00,J126,J126,,1,J126_00
A856,00,A856,A856,,1,A856_00
C220,01,C220A,C220,A,1,C220_01
C513,02,C513Z,C513,Z,1,C513_02
A853,02,,,,0,A853_02
A816,00,A816,A816,,1,A816_00
J134,00,J134,J134,,1,J134_00
A274,01,A274A,A274,A,1,A274_01
C350,00,C350,C350,,1,C350_00
J162,00,J162,J162,,1,J162_00
A248,00,A248,A248,,1,A248_00
J141,01,J141A,J141,A,1,J141_01
A563,00,A563,A563,,1,A563_00
C717,01,C717A,C717,A,1,C717_01
A853,00,A853,A853,,1,A853_00
C205,01,C205B,C205,B,1,C205_01
J414,02,J414B,J414,B,1,J414_02
C541,01,C541A,C541,A,1,C541_01
A354,02,A354B,A354,B,1,A354_02
J152,00,J152,J152,,1,J152_00
A241,02,A241B,A241,B,1,A241_02
B518,02,B518A,B518,A,1,B518_02
A869,01,A869A,A869,A,1,A869_01
C515,00,C515,C515,,1,C515_00
C515,01,C515A,C515,A,1,C515_01
J185,01,J185A,J185,A,1,J185_01
A108,03,A108B,A108,B,1,A108_03
J176,01,J176A,J176,A,1,J176_01
A765,01,A765A,A765,A,1,A765_01
C128,01,C128A,C128,A,1,C128_01
C355,01,C355Z,C355,Z,1,C355_01
C706,02,C706B,C706,B,1,C706_02
J175,01,J175A,J175,A,1,J175_01
J468,02,J468B,J468,B,1,J468_02
J175,00,J175,J175,,1,J175_00
A257,01,A257A,A257,A,1,A257_01
J183,02,J183B,J183,B,1,J183_02
A555,00,A555,A555,,1,A555_00
A836,00,A836,A836,,1,A836_00
C110,01,C110A,C110,A,1,C110_01
J433,05,J433E,J433,E,1,J433_05
A242,02,A242A,A242,A,1,A242_02
C323,01,C323Z,C323,Z,1,C323_01
C228,00,C228,C228,,1,C228_00
C244,00,C244,C244,,1,C244_00
A545,00,A545,A545,,1,A545_00
A118,01,A118A,A118,A,1,A118_01
C524,01,C524A,C524,A,1,C524_01
C426,01,C426A,C426,A,1,C426_01
A269,01,A269A,A269,A,1,A269_01
A705,01,A705A,A705,A,1,A705_01
B534,00,B534,B534,,1,B534_00
A633,00,A633,A633,,1,A633_00
C316,02,C316B,C316,B,1,C316_02
A565,00,A565,A565,,1,A565_00
C429,01,C429A,C429,A,1,C429_01
B404,01,B404A,B404,A,1,B404_01
C425,01,C425A,C425,A,1,C425_01
A202,02,A202A,A202,A,1,A202_02
C139,01,C139A,C139,A,1,C139_01
A219,02,A219B,A219,B,1,A219_02
B706,01,B706A,B706,A,1,B706_01
B839,01,B839A,B839,A,1,B839_01
A546,01,A546A,A546,A,1,A546_01
B778,00,,,,0,B778_00
B778,01,B778,B778,,1,B778_01
C766,01,C766A,C766,A,1,C766_01
C207,01,C207A,C207,A,1,C207_01
J148,01,J148Z,J148,Z,1,J148_01
B405,02,B405B,B405,B,1,B405_02
B539,00,B539,B539,,1,B539_00
C812,04,C812C,C812,C,1,C812_04
C446,01,C446A,C446,A,1,C446_01
A307,02,A307B,A307,B,1,A307_02
B128,01,B128A,B128,A,1,B128_01
A141,01,A141A,A141,A,1,A141_01
C205,00,C205A,C205,A,1,C205_00
A310,01,A310A,A310,A,1,A310_01
C802,01,C802A,C802,A,1,C802_01
B806,00,B806,B806,,1,B806_00
B608,01,B608A,B608,A,1,B608_01
A233,01,A233A,A233,A,1,A233_01
C103,02,C103B,C103,B,1,C103_02
B633,01,B633A,B633,A,1,B633_01
A230,01,A230A,A230,A,1,A230_01
C434,02,C434B,C434,B,1,C434_02
B772,00,B772,B772,,1,B772_00
C346,00,C346,C346,,1,C346_00
A234,01,A234A,A234,A,1,A234_01
A757,00,A757,A757,,1,A757_00
B614,01,B614A,B614,A,1,B614_01
B758,01,B758,B758,,1,B758_01
A642,00,A642,A642,,1,A642_00
    ,00,,,,1,    _00
C232,01,C232A,C232,A,1,C232_01
    ,00,,,,1,    _00
B704,03,B704B,B704,B,1,B704_03
    ,00,,,,1,    _00
C132,02,C132B,C132,B,1,C132_02
B525,01,B525A,B525,A,1,B525_01
B770,00,B770,B770,,1,B770_00
D428,01,D428Z,D428,Z,1,D428_01
B712,01,B712A,B712,A,1,B712_01
C227,01,C227A,C227,A,1,C227_01
A753,00,A753,A753,,1,A753_00
B774,00,B774,B774,,1,B774_00
B825,01,B825A,B825,A,1,B825_01
B707,02,B707A,B707,A,1,B707_02
    ,00,,,,1,    _00
    ,00,,,,1,    _00
    ,00,,,,1,    _00
    ,00,,,,1,    _00
    ,00,,,,1,    _00
A637,00,A637,A637,,1,A637_00
A634,00,A634,A634,,1,A634_00
A271,01,A271A,A271,A,1,A271_01
A758,00,A758,A758,,1,A758_00
A644,00,A644,A644,,1,A644_00
B776,00,B776,B776,,1,B776_00
B106,02,B106B,B106,B,1,B106_02
C109,01,C109A,C109,A,1,C109_01
