wellkey,api_suffix,wellid,well_name,well_redrill,comp_flag,NEW_WELL_NAME
B612,00,B612,B612,,1,B612_00
B613,00,B613,B613,,1,B613_00
B614,00,B614,B614,,1,B614_00
B620,00,B620,B620,,1,B620_00
B620,01,B620A,B620,A,1,B620_01
B621,00,B621,B621,,1,B621_00
B621,01,B621A,B621,A,1,B621_01
B622,00,B622,B622,,1,B622_00
B623,00,B623,B623,,1,B623_00
B623,01,B623A,B623,A,1,B623_01
B624,00,B624,B624,,1,B624_00
B625,00,B625,B625,,1,B625_00
B625,00,B625Z,B625,Z,1,B625_00
B626,00,B626,B626,,1,B626_00
B627,00,B627,B627,,1,B627_00
B628,00,B628,B628,,1,B628_00
B629,02,B629B,B629,B,1,B629_02
B629,00,B629,B629,,1,B629_00
B629,01,B629A,B629,A,1,B629_01
B630,00,B630,B630,,1,B630_00
B631,00,B631,B631,,1,B631_00
B631,01,B631A,B631,A,1,B631_01
B632,00,B632,B632,,1,B632_00
B632,01,B632A,B632,A,1,B632_01
B633,00,B633,B633,,1,B633_00
B634,00,B634,B634,,1,B634_00
B635,00,B635,B635,,1,B635_00
B635,01,B635A,B635,A,1,B635_01
B636,00,B636,B636,,1,B636_00
B636,01,B636A,B636,A,1,B636_01
B637,00,B637,B637,,1,B637_00
B637,00,B637Z,B637,Z,1,B637_00
B638,00,B638,B638,,1,B638_00
B639,00,B639,B639,,1,B639_00
B701,00,B701,B701,,1,B701_00
B701,01,B701A,B701,A,1,B701_01
B702,01,B702,B702,,1,B702_01
B703,00,B703,B703,,1,B703_00
B704,00,B704,B704,,1,B704_00
B705,00,B705,B705,,1,B705_00
B706,00,B706,B706,,1,B706_00
B707,01,B707,B707,,1,B707_01
B708,00,B708,B708,,1,B708_00
B709,00,B709,B709,,1,B709_00
B710,00,B710,B710,,1,B710_00
B710,01,B710A,B710,A,1,B710_01
B711,00,B711,B711,,1,B711_00
B712,00,B712,B712,,1,B712_00
B716,00,B716,B716,,1,B716_00
B717,00,B717,B717,,1,B717_00
B720,00,B720,B720,,1,B720_00
B720,00,B720Z,B720,Z,1,B720_00
B727,00,B727,B727,,1,B727_00
B734,00,B734,B734,,1,B734_00
B740,00,B740,B740,,1,B740_00
B740,01,B740A,B740,A,1,B740_01
B742,00,B742,B742,,1,B742_00
B743,00,B743,B743,,1,B743_00
B746,00,B746,B746,,1,B746_00
B749,00,B749,B749,,1,B749_00
B755,00,B755,B755,,1,B755_00
B756,01,B756,B756,,1,B756_01
B757,00,B757,B757,,1,B757_00
B759,00,B759,B759,,1,B759_00
B761,00,B761,B761,,1,B761_00
B763,00,B763,B763,,1,B763_00
B764,00,B764,B764,,1,B764_00
B765,00,B765,B765,,1,B765_00
B765,01,,,,0,B765_01
B765,02,B765B,B765,B,1,B765_02
B767,00,B767,B767,,1,B767_00
B768,00,B768,B768,,1,B768_00
B769,00,B769,B769,,1,B769_00
B771,00,B771,B771,,1,B771_00
B771,01,B771A,B771,A,1,B771_01
B773,00,B773,B773,,1,B773_00
B775,00,B775,B775,,1,B775_00
B775,01,B775A,B775,A,1,B775_01
B777,00,B777,B777,,1,B777_00
B802,00,B802,B802,,1,B802_00
B805,00,B805,B805,,1,B805_00
B807,00,B807,B807,,1,B807_00
B807,01,B807A,B807,A,1,B807_01
B809,00,B809,B809,,1,B809_00
B810,00,B810,B810,,1,B810_00
B810,02,B810A,B810,A,1,B810_02
B812,00,B812,B812,,1,B812_00
B815,00,B815,B815,,1,B815_00
B817,00,B817,B817,,1,B817_00
B818,00,B818,B818,,1,B818_00
B825,00,B825,B825,,1,B825_00
B826,00,B826,B826,,1,B826_00
B826,01,B826A,B826,A,1,B826_01
B827,00,B827,B827,,1,B827_00
B827,02,B827A,B827,A,1,B827_02
B828,00,B828,B828,,1,B828_00
B828,01,B828A,B828,A,1,B828_01
B829,00,B829,B829,,1,B829_00
B829,01,B829A,B829,A,1,B829_01
B830,00,B830,B830,,1,B830_00
B830,01,B830A,B830,A,1,B830_01
B831,00,B831,B831,,1,B831_00
B831,01,B831A,B831,A,1,B831_01
B831,02,B831B,B831,B,1,B831_02
B832,00,B832,B832,,1,B832_00
B833,01,B833,B833,,1,B833_01
B834,00,B834,B834,,1,B834_00
B834,01,B834A,B834,A,1,B834_01
B835,00,B835,B835,,1,B835_00
B836,00,B836,B836,,1,B836_00
B837,00,B837,B837,,1,B837_00
B838,00,B838,B838,,1,B838_00
B839,00,B839,B839,,1,B839_00
C101,00,C101,C101,,1,C101_00
C103,00,C103,C103,,1,C103_00
C103,01,C103A,C103,A,1,C103_01
C104,00,C104,C104,,1,C104_00
C105,00,C105,C105,,1,C105_00
C108,00,C108,C108,,1,C108_00
C109,00,C109,C109,,1,C109_00
C110,00,C110,C110,,1,C110_00
C111,00,C111,C111,,1,C111_00
C113,01,C113,C113,,1,C113_01
C113,02,C113A,C113,A,1,C113_02
C114,00,C114,C114,,1,C114_00
C115,00,C115,C115,,1,C115_00
C116,00,C116,C116,,1,C116_00
C117,00,C117,C117,,1,C117_00
C125,00,C125,C125,,1,C125_00
C126,00,C126,C126,,1,C126_00
C126,00,C126Z,C126,Z,1,C126_00
C127,01,C127,C127,,1,C127_01
C127,02,C127A,C127,A,1,C127_02
C128,00,C128,C128,,1,C128_00
C129,00,C129,C129,,1,C129_00
C129,02,C129A,C129,A,1,C129_02
C129,03,C129B,C129,B,1,C129_03
C130,00,C130,C130,,1,C130_00
C131,00,C131,C131,,1,C131_00
C132,01,C132A,C132,A,1,C132_01
C132,00,C132,C132,,1,C132_00
C133,00,C133,C133,,1,C133_00
C133,01,C133A,C133,A,1,C133_01
C134,00,C134,C134,,1,C134_00
C135,00,C135,C135,,1,C135_00
C136,00,C136,C136,,1,C136_00
C136,01,C136A,C136,A,1,C136_01
C137,00,C137,C137,,1,C137_00
C138,00,C138,C138,,1,C138_00
C139,00,C139,C139,,1,C139_00
C140,00,C140,C140,,1,C140_00
C140,01,C140A,C140,A,1,C140_01
C141,00,C141,C141,,1,C141_00
C141,01,C141A,C141,A,1,C141_01
C143,00,C143,C143,,1,C143_00
C145,00,C145,C145,,1,C145_00
C146,00,C146,C146,,1,C146_00
C201,00,C201,C201,,1,C201_00
C202,00,C202,C202,,1,C202_00
C203,00,C203,C203,,1,C203_00
C204,00,C204,C204,,1,C204_00
C205,00,C205,C205,,1,C205_00
C207,00,C207,C207,,1,C207_00
C208,02,C208A,C208,A,1,C208_02
C208,01,C208,C208,,1,C208_01
C209,00,C209,C209,,1,C209_00
C210,00,C210,C210,,1,C210_00
C211,00,C211,C211,,1,C211_00
C212,00,C212,C212,,1,C212_00
C213,00,C213,C213,,1,C213_00
C213,01,C213A,C213,A,1,C213_01
C214,00,C214,C214,,1,C214_00
C214,01,C214A,C214,A,1,C214_01
C216,00,C216,C216,,1,C216_00
C218,00,C218,C218,,1,C218_00
C219,00,C219,C219,,1,C219_00
C219,01,C219A,C219,A,1,C219_01
C220,00,C220,C220,,1,C220_00
C222,00,C222,C222,,1,C222_00
C223,00,C223,C223,,1,C223_00
C224,01,C224,C224,,1,C224_01
C225,00,C225,C225,,1,C225_00
C227,00,C227,C227,,1,C227_00
C229,00,C229,C229,,1,C229_00
C231,00,C231,C231,,1,C231_00
C233,00,C233,C233,,1,C233_00
C235,00,C235,C235,,1,C235_00
C239,00,C239,C239,,1,C239_00
C241,00,C241,C241,,1,C241_00
C245,00,C245,C245,,1,C245_00
C246,00,C246,C246,,1,C246_00
C303,00,C303,C303,,1,C303_00
C310,00,C310,C310,,1,C310_00
C311,00,C311,C311,,1,C311_00
C312,00,C312,C312,,1,C312_00
C312,01,C312A,C312,A,1,C312_01
C312,02,C312B,C312,B,1,C312_02
C313,02,C313A,C313,A,1,C313_02
C313,01,C313,C313,,1,C313_01
C314,00,C314,C314,,1,C314_00
C315,00,C315,C315,,1,C315_00
C316,00,C316,C316,,1,C316_00
C316,01,C316A,C316,A,1,C316_01
C317,00,C317,C317,,1,C317_00
C317,00,C317Z,C317,Z,1,C317_00
C318,00,C318,C318,,1,C318_00
C319,00,C319,C319,,1,C319_00
C320,00,C320,C320,,1,C320_00
C321,00,C321,C321,,1,C321_00
C321,01,C321A,C321,A,1,C321_01
C321,02,C321B,C321,B,1,C321_02
C322,00,C322,C322,,1,C322_00
C323,00,C323,C323,,1,C323_00
C323,01,C323A,C323,A,1,C323_01
C324,02,C324B,C324,B,1,C324_02
C324,00,C324,C324,,1,C324_00
C324,01,C324A,C324,A,1,C324_01
C325,00,C325,C325,,1,C325_00
C326,00,C326,C326,,1,C326_00
C327,00,C327,C327,,1,C327_00
C328,00,C328,C328,,1,C328_00
C329,00,C329,C329,,1,C329_00
C329,01,C329A,C329,A,1,C329_01
C330,00,C330,C330,,1,C330_00
C331,00,C331,C331,,1,C331_00
C332,00,C332,C332,,1,C332_00
C333,00,C333,C333,,1,C333_00
C335,00,C335,C335,,1,C335_00
C336,00,C336,C336,,1,C336_00
C337,00,C337,C337,,1,C337_00
C337,01,C337A,C337,A,1,C337_01
C338,00,C338,C338,,1,C338_00
C338,01,C338A,C338,A,1,C338_01
C339,00,C339,C339,,1,C339_00
C340,02,C340B,C340,B,1,C340_02
C340,00,C340,C340,,1,C340_00
C340,01,C340A,C340,A,1,C340_01
C342,00,C342,C342,,1,C342_00
C357,00,C357,C357,,1,C357_00
C358,00,C358,C358,,1,C358_00
C401,00,C401,C401,,1,C401_00
C402,00,C402,C402,,1,C402_00
C403,00,C403,C403,,1,C403_00
C403,01,C403A,C403,A,1,C403_01
C404,00,C404,C404,,1,C404_00
C404,01,C404A,C404,A,1,C404_01
C405,00,C405,C405,,1,C405_00
C406,00,C406,C406,,1,C406_00
C407,00,C407,C407,,1,C407_00
C407,01,C407A,C407,A,1,C407_01
C408,00,C408,C408,,1,C408_00
C409,00,C409,C409,,1,C409_00
C409,01,C409A,C409,A,1,C409_01
C409,02,C409B,C409,B,1,C409_02
C410,00,C410,C410,,1,C410_00
C411,00,C411,C411,,1,C411_00
C412,00,C412,C412,,1,C412_00
C412,01,C412A,C412,A,1,C412_01
C412,02,C412B,C412,B,1,C412_02
C413,00,C413,C413,,1,C413_00
C413,01,C413A,C413,A,1,C413_01
C414,00,C414,C414,,1,C414_00
C415,00,C415,C415,,1,C415_00
C416,00,C416,C416,,1,C416_00
C417,00,C417,C417,,1,C417_00
C418,00,C418,C418,,1,C418_00
C419,00,C419,C419,,1,C419_00
C419,01,C419A,C419,A,1,C419_01
C419,02,C419B,C419,B,1,C419_02
C420,00,C420,C420,,1,C420_00
C421,00,C421,C421,,1,C421_00
C422,00,C422,C422,,1,C422_00
C423,00,C423,C423,,1,C423_00
C424,00,C424,C424,,1,C424_00
C425,00,C425,C425,,1,C425_00
C426,00,C426,C426,,1,C426_00
C427,00,C427,C427,,1,C427_00
C428,00,C428,C428,,1,C428_00
C429,00,C429,C429,,1,C429_00
C430,00,C430,C430,,1,C430_00
C431,00,C431,C431,,1,C431_00
C432,00,C432,C432,,1,C432_00
C433,00,C433,C433,,1,C433_00
C434,00,C434,C434,,1,C434_00
C440,00,C440,C440,,1,C440_00
C442,00,C442,C442,,1,C442_00
C443,00,C443,C443,,1,C443_00
C443,01,C443A,C443,A,1,C443_01
C445,00,C445,C445,,1,C445_00
C446,00,C446,C446,,1,C446_00
C447,00,C447,C447,,1,C447_00
C448,00,C448,C448,,1,C448_00
C449,00,C449,C449,,1,C449_00
C451,00,C451,C451,,1,C451_00
C452,00,C452,C452,,1,C452_00
C453,00,C453,C453,,1,C453_00
C457,00,C457,C457,,1,C457_00
C459,00,C459,C459,,1,C459_00
C460,00,C460,C460,,1,C460_00
C512,00,C512,C512,,1,C512_00
C513,00,C513,C513,,1,C513_00
C513,01,C513A,C513,A,1,C513_01
C514,00,C514,C514,,1,C514_00
C514,01,C514A,C514,A,1,C514_01
C514,02,C514B,C514,B,1,C514_02
C516,00,C516,C516,,1,C516_00
C517,00,C517,C517,,1,C517_00
C518,00,C518,C518,,1,C518_00
C519,00,C519,C519,,1,C519_00
C520,00,C520,C520,,1,C520_00
C522,00,C522,C522,,1,C522_00
C523,01,C523,C523,,1,C523_01
C523,02,C523A,C523,A,1,C523_02
C524,00,C524,C524,,1,C524_00
C525,00,C525,C525,,1,C525_00
C525,01,C525A,C525,A,1,C525_01
C525,00,C525Z,C525,Z,1,C525_00
C526,00,C526,C526,,1,C526_00
C527,00,C527,C527,,1,C527_00
C528,00,C528,C528,,1,C528_00
C529,00,C529,C529,,1,C529_00
C530,00,C530,C530,,1,C530_00
C530,02,C530A,C530,A,1,C530_02
C531,00,C531,C531,,1,C531_00
C532,00,C532,C532,,1,C532_00
C533,00,C533,C533,,1,C533_00
C534,00,C534,C534,,1,C534_00
C534,01,C534A,C534,A,1,C534_01
C534,02,C534B,C534,B,1,C534_02
C535,00,C535,C535,,1,C535_00
C535,01,C535A,C535,A,1,C535_01
C536,00,C536,C536,,1,C536_00
C537,00,C537,C537,,1,C537_00
C538,00,C538,C538,,1,C538_00
C539,00,C539,C539,,1,C539_00
C540,01,C540,C540,,1,C540_01
C541,00,C541,C541,,1,C541_00
C542,00,C542,C542,,1,C542_00
C542,01,C542A,C542,A,1,C542_01
C543,00,C543,C543,,1,C543_00
C544,00,C544,C544,,1,C544_00
C545,00,C545,C545,,1,C545_00
C546,00,C546,C546,,1,C546_00
C548,00,C548,C548,,1,C548_00
C549,01,C549,C549,,1,C549_01
C550,00,C550,C550,,1,C550_00
C601,00,C601,C601,,1,C601_00
C602,00,C602,C602,,1,C602_00
C602,01,C602A,C602,A,1,C602_01
C603,00,C603,C603,,1,C603_00
C603,01,C603A,C603,A,1,C603_01
C603,02,C603B,C603,B,1,C603_02
C604,00,C604,C604,,1,C604_00
C605,00,C605,C605,,1,C605_00
C605,01,C605A,C605,A,1,C605_01
C606,00,C606,C606,,1,C606_00
C607,00,C607,C607,,1,C607_00
C607,01,C607A,C607,A,1,C607_01
C608,00,C608,C608,,1,C608_00
C609,00,C609,C609,,1,C609_00
C609,01,C609A,C609,A,1,C609_01
C610,00,C610,C610,,1,C610_00
C611,00,C611,C611,,1,C611_00
C612,00,C612,C612,,1,C612_00
C613,00,C613,C613,,1,C613_00
C614,00,C614,C614,,1,C614_00
C614,01,C614A,C614,A,1,C614_01
C615,01,C615,C615,,1,C615_01
C616,00,C616,C616,,1,C616_00
C617,00,C617,C617,,1,C617_00
C618,00,C618,C618,,1,C618_00
C619,00,C619,C619,,1,C619_00
C620,00,C620,C620,,1,C620_00
C621,00,C621,C621,,1,C621_00
C622,00,C622,C622,,1,C622_00
C623,00,C623,C623,,1,C623_00
C623,01,C623A,C623,A,1,C623_01
C624,00,C624,C624,,1,C624_00
C625,00,C625,C625,,1,C625_00
C626,00,C626,C626,,1,C626_00
C626,01,C626A,C626,A,1,C626_01
C626,02,C626B,C626,B,1,C626_02
C627,00,C627,C627,,1,C627_00
C628,00,C628,C628,,1,C628_00
C629,00,C629,C629,,1,C629_00
C634,00,C634,C634,,1,C634_00
C635,00,C635,C635,,1,C635_00
C635,01,C635A,C635,A,1,C635_01
C636,00,C636,C636,,1,C636_00
C637,00,C637,C637,,1,C637_00
C638,00,C638,C638,,1,C638_00
C638,01,C638A,C638,A,1,C638_01
C639,00,C639,C639,,1,C639_00
C641,00,C641,C641,,1,C641_00
C642,00,C642,C642,,1,C642_00
C643,00,C643,C643,,1,C643_00
C644,00,C644,C644,,1,C644_00
C645,00,C645,C645,,1,C645_00
C646,00,C646,C646,,1,C646_00
C647,00,C647,C647,,1,C647_00
C648,00,C648,C648,,1,C648_00
C649,00,C649,C649,,1,C649_00
C650,00,C650,C650,,1,C650_00
C652,00,C652,C652,,1,C652_00
C653,00,C653,C653,,1,C653_00
C654,00,C654,C654,,1,C654_00
C655,00,C655,C655,,1,C655_00
C656,00,C656,C656,,1,C656_00
C656,01,C656A,C656,A,1,C656_01
C657,01,C657,C657,,1,C657_01
C658,00,C658,C658,,1,C658_00
C659,00,C659,C659,,1,C659_00
C660,00,C660,C660,,1,C660_00
C662,00,C662,C662,,1,C662_00
C663,00,C663,C663,,1,C663_00
C664,00,C664,C664,,1,C664_00
C665,00,C665,C665,,1,C665_00
C667,00,C667,C667,,1,C667_00
C668,00,C668,C668,,1,C668_00
C669,00,C669,C669,,1,C669_00
C670,00,C670,C670,,1,C670_00
C701,00,C701,C701,,1,C701_00
C702,00,C702,C702,,1,C702_00
C703,01,C703,C703,,1,C703_01
C704,00,C704,C704,,1,C704_00
C705,00,C705,C705,,1,C705_00
C706,00,C706,C706,,1,C706_00
C706,01,C706A,C706,A,1,C706_01
C707,00,C707,C707,,1,C707_00
C708,00,C708,C708,,1,C708_00
C708,01,C708A,C708,A,1,C708_01
C708,02,C708B,C708,B,1,C708_02
C709,00,C709,C709,,1,C709_00
C710,00,C710,C710,,1,C710_00
C711,00,C711,C711,,1,C711_00
C711,01,C711A,C711,A,1,C711_01
C712,00,C712,C712,,1,C712_00
C713,00,C713,C713,,1,C713_00
C714,01,C714,C714,,1,C714_01
C715,00,C715,C715,,1,C715_00
C716,00,C716,C716,,1,C716_00
C716,01,C716A,C716,A,1,C716_01
C717,00,C717,C717,,1,C717_00
C718,00,C718,C718,,1,C718_00
C719,00,C719,C719,,1,C719_00
C720,00,C720,C720,,1,C720_00
C721,00,C721,C721,,1,C721_00
C731,00,C731,C731,,1,C731_00
C731,01,C731A,C731,A,1,C731_01
C732,00,C732,C732,,1,C732_00
C733,01,C733A,C733,A,1,C733_01
C733,00,C733,C733,,1,C733_00
C734,00,C734,C734,,1,C734_00
C735,00,C735,C735,,1,C735_00
C735,01,C735A,C735,A,1,C735_01
C736,00,C736,C736,,1,C736_00
C737,00,C737,C737,,1,C737_00
C738,00,C738,C738,,1,C738_00
C739,00,C739,C739,,1,C739_00
C739,01,C739A,C739,A,1,C739_01
C740,00,C740,C740,,1,C740_00
C741,00,C741,C741,,1,C741_00
C742,00,C742,C742,,1,C742_00
C743,00,C743,C743,,1,C743_00
C744,00,C744,C744,,1,C744_00
C746,00,C746,C746,,1,C746_00
C747,00,C747,C747,,1,C747_00
C748,00,C748,C748,,1,C748_00
C758,00,C758,C758,,1,C758_00
C759,00,C759,C759,,1,C759_00
C760,01,C760,C760,,1,C760_01
C761,00,C761,C761,,1,C761_00
C762,00,C762,C762,,1,C762_00
C766,00,C766,C766,,1,C766_00
C768,00,C768,C768,,1,C768_00
C769,00,C769,C769,,1,C769_00
C801,00,C801,C801,,1,C801_00
C801,01,C801A,C801,A,1,C801_01
C802,00,C802,C802,,1,C802_00
C803,00,C803,C803,,1,C803_00
C804,00,C804,C804,,1,C804_00
C804,01,C804A,C804,A,1,C804_01
C805,00,C805,C805,,1,C805_00
C806,00,C806,C806,,1,C806_00
C806,01,C806A,C806,A,1,C806_01
C807,00,C807,C807,,1,C807_00
C807,01,C807A,C807,A,1,C807_01
C808,00,C808,C808,,1,C808_00
C809,00,C809,C809,,1,C809_00
C809,01,C809A,C809,A,1,C809_01
C810,00,C810,C810,,1,C810_00
C810,01,C810A,C810,A,1,C810_01
C811,00,C811,C811,,1,C811_00
C812,00,C812,C812,,1,C812_00
C812,02,C812A,C812,A,1,C812_02
C812,03,C812B,C812,B,1,C812_03
C813,00,C813,C813,,1,C813_00
C813,01,C813A,C813,A,1,C813_01
C814,00,C814,C814,,1,C814_00
C814,01,C814A,C814,A,1,C814_01
C816,00,C816,C816,,1,C816_00
C817,00,C817,C817,,1,C817_00
C818,00,C818,C818,,1,C818_00
C819,00,C819,C819,,1,C819_00
C819,01,C819A,C819,A,1,C819_01
C820,01,C820,C820,,1,C820_01
C821,00,C821,C821,,1,C821_00
C822,00,C822,C822,,1,C822_00
C824,00,C824,C824,,1,C824_00
C825,00,C825,C825,,1,C825_00
C825,01,,,,0,C825_01
C825,02,C825A,C825,A,1,C825_02
C826,00,C826,C826,,1,C826_00
C837,00,C837,C837,,1,C837_00
C838,00,C838,C838,,1,C838_00
C839,00,C839,C839,,1,C839_00
C839,01,C839A,C839,A,1,C839_01
C842,00,C842,C842,,1,C842_00
C842,01,C842A,C842,A,1,C842_01
C844,00,C844,C844,,1,C844_00
C845,00,C845,C845,,1,C845_00
C845,01,C845A,C845,A,1,C845_01
D101,00,D101,D101,,1,D101_00
D101,01,D101A,D101,A,1,D101_01
D102,00,D102,D102,,1,D102_00
D103,00,D103,D103,,1,D103_00
D104,00,D104,D104,,1,D104_00
D105,00,D105,D105,,1,D105_00
D106,00,D106,D106,,1,D106_00
D107,00,D107,D107,,1,D107_00
D108,00,D108,D108,,1,D108_00
D108,01,D108A,D108,A,1,D108_01
D109,00,D109,D109,,1,D109_00
D109,00,D109Z,D109,Z,1,D109_00
D110,00,D110,D110,,1,D110_00
D110,01,D110A,D110,A,1,D110_01
D111,00,D111,D111,,1,D111_00
D112,00,D112,D112,,1,D112_00
D112,01,D112A,D112,A,1,D112_01
D113,00,D113,D113,,1,D113_00
D113,01,D113A,D113,A,1,D113_01
D114,00,D114,D114,,1,D114_00
D115,00,D115,D115,,1,D115_00
D116,00,D116,D116,,1,D116_00
D117,00,D117,D117,,1,D117_00
D118,00,D118,D118,,1,D118_00
D118,01,D118A,D118,A,1,D118_01
D119,01,D119A,D119,A,1,D119_01
D119,00,D119,D119,,1,D119_00
D120,00,D120,D120,,1,D120_00
D120,01,D120A,D120,A,1,D120_01
D201,00,D201,D201,,1,D201_00
D202,00,D202,D202,,1,D202_00
D202,01,D202A,D202,A,1,D202_01
D203,00,D203,D203,,1,D203_00
D203,01,D203A,D203,A,1,D203_01
D204,01,D204,D204,,1,D204_01
D205,00,D205,D205,,1,D205_00
D206,00,D206,D206,,1,D206_00
D206,01,D206A,D206,A,1,D206_01
D207,00,D207,D207,,1,D207_00
D208,01,D208,D208,,1,D208_01
D209,00,D209,D209,,1,D209_00
D210,01,D210A,D210,A,1,D210_01
D210,00,D210,D210,,1,D210_00
D211,00,D211,D211,,1,D211_00
D212,00,D212,D212,,1,D212_00
D213,00,D213,D213,,1,D213_00
D214,00,D214,D214,,1,D214_00
D214,01,D214A,D214,A,1,D214_01
D215,00,D215,D215,,1,D215_00
D216,01,D216,D216,,1,D216_01
D217,00,D217,D217,,1,D217_00
D218,00,D218,D218,,1,D218_00
D301,00,D301,D301,,1,D301_00
D302,00,D302,D302,,1,D302_00
D303,00,D303,D303,,1,D303_00
D304,00,D304,D304,,1,D304_00
D305,00,D305,D305,,1,D305_00
D306,00,D306,D306,,1,D306_00
D307,00,D307,D307,,1,D307_00
D308,00,D308,D308,,1,D308_00
D308,02,D308A,D308,A,1,D308_02
D309,00,D309,D309,,1,D309_00
D309,01,D309A,D309,A,1,D309_01
D310,00,D310,D310,,1,D310_00
D310,01,D310A,D310,A,1,D310_01
D311,00,D311,D311,,1,D311_00
D312,00,D312,D312,,1,D312_00
D313,00,D313,D313,,1,D313_00
D314,00,D314,D314,,1,D314_00
D314,01,D314A,D314,A,1,D314_01
D315,00,D315,D315,,1,D315_00
D316,00,D316,D316,,1,D316_00
D316,02,D316A,D316,A,1,D316_02
D401,00,D401,D401,,1,D401_00
D402,01,D402,D402,,1,D402_01
D403,00,D403,D403,,1,D403_00
D404,00,D404,D404,,1,D404_00
D404,01,D404A,D404,A,1,D404_01
D405,00,D405,D405,,1,D405_00
D406,00,D406,D406,,1,D406_00
D406,01,D406A,D406,A,1,D406_01
D407,00,D407,D407,,1,D407_00
D408,00,D408,D408,,1,D408_00
D409,00,D409,D409,,1,D409_00
D410,00,D410,D410,,1,D410_00
D411,00,D411,D411,,1,D411_00
D411,01,D411A,D411,A,1,D411_01
D412,01,D412A,D412,A,1,D412_01
D412,00,D412,D412,,1,D412_00
D413,00,D413,D413,,1,D413_00
D413,01,D413A,D413,A,1,D413_01
D413,02,D413B,D413,B,1,D413_02
D414,00,D414,D414,,1,D414_00
D415,00,D415,D415,,1,D415_00
D415,01,D415A,D415,A,1,D415_01
D416,00,D416,D416,,1,D416_00
D417,01,D417,D417,,1,D417_01
D417,02,D417A,D417,A,1,D417_02
D418,00,D418,D418,,1,D418_00
D419,01,D419,D419,,1,D419_01
D420,00,D420,D420,,1,D420_00
D421,00,D421,D421,,1,D421_00
D422,00,D422,D422,,1,D422_00
D423,00,D423,D423,,1,D423_00
D424,00,D424,D424,,1,D424_00
D425,01,D425A,D425,A,1,D425_01
D425,00,D425,D425,,1,D425_00
D426,00,D426,D426,,1,D426_00
D427,00,D427,D427,,1,D427_00
D428,00,D428,D428,,1,D428_00
D429,00,D429,D429,,1,D429_00
D430,00,D430,D430,,1,D430_00
D431,00,D431,D431,,1,D431_00
D432,00,D432,D432,,1,D432_00
D433,00,D433,D433,,1,D433_00
D434,00,D434,D434,,1,D434_00
D435,00,D435,D435,,1,D435_00
D436,00,D436,D436,,1,D436_00
D437,00,D437,D437,,1,D437_00
D438,00,D438,D438,,1,D438_00
D439,00,D439,D439,,1,D439_00
D440,00,D440,D440,,1,D440_00
D440,01,D440A,D440,A,1,D440_01
D441,00,,,,0,D441_00
D442,00,D442,D442,,1,D442_00
D443,00,D443,D443,,1,D443_00
D444,00,D444,D444,,1,D444_00
D445,00,D445,D445,,1,D445_00
D446,00,D446,D446,,1,D446_00
D447,00,D447,D447,,1,D447_00
D448,00,D448,D448,,1,D448_00
D449,00,D449,D449,,1,D449_00
D450,00,D450,D450,,1,D450_00
D451,00,D451,D451,,1,D451_00
D489,00,D489,D489,,1,D489_00
D490,00,D490,D490,,1,D490_00
D491,00,D491,D491,,1,D491_00
D492,01,D492A,D492,A,1,D492_01
D492,02,D492,D492,,1,D492_02
D493,00,D493,D493,,1,D493_00
D493,01,D493A,D493,A,1,D493_01
D494,00,D494,D494,,1,D494_00
D495,00,D495,D495,,1,D495_00
D496,00,D496,D496,,1,D496_00
D497,00,D497,D497,,1,D497_00
D498,00,D498,D498,,1,D498_00
D499,00,D499,D499,,1,D499_00
D500,00,D500,D500,,1,D500_00
D500,01,D500A,D500,A,1,D500_01
D501,00,D501,D501,,1,D501_00
D502,00,D502,D502,,1,D502_00
D502,01,D502A,D502,A,1,D502_01
D503,00,D503,D503,,1,D503_00
D504,00,D504,D504,,1,D504_00
D504,01,D504A,D504,A,1,D504_01
D505,00,D505,D505,,1,D505_00
D505,01,D505A,D505,A,1,D505_01
D506,00,D506,D506,,1,D506_00
D507,00,D507,D507,,1,D507_00
D507,01,D507A,D507,A,1,D507_01
D508,00,D508,D508,,1,D508_00
D509,00,D509,D509,,1,D509_00
D510,00,D510,D510,,1,D510_00
D511,00,D511,D511,,1,D511_00
D512,00,D512,D512,,1,D512_00
D512,01,D512A,D512,A,1,D512_01
D513,00,D513,D513,,1,D513_00
D514,00,D514,D514,,1,D514_00
D515,00,D515,D515,,1,D515_00
D516,00,D516,D516,,1,D516_00
D517,00,D517,D517,,1,D517_00
D517,01,D517A,D517,A,1,D517_01
D518,00,D518,D518,,1,D518_00
D519,01,D519,D519,,1,D519_01
D520,00,D520,D520,,1,D520_00
D521,00,D521,D521,,1,D521_00
D522,00,D522,D522,,1,D522_00
D522,01,D522A,D522,A,1,D522_01
D523,00,D523,D523,,1,D523_00
D524,00,D524,D524,,1,D524_00
D524,01,D524A,D524,A,1,D524_01
D525,00,D525,D525,,1,D525_00
D526,00,D526,D526,,1,D526_00
D527,00,D527,D527,,1,D527_00
D528,00,D528,D528,,1,D528_00
D529,00,D529,D529,,1,D529_00
D530,00,D530,D530,,1,D530_00
D531,00,D531,D531,,1,D531_00
D532,00,D532,D532,,1,D532_00
D533,00,D533,D533,,1,D533_00
D534,00,D534,D534,,1,D534_00
D536,00,D536,D536,,1,D536_00
D537,00,D537,D537,,1,D537_00
D539,00,D539,D539,,1,D539_00
D540,00,D540,D540,,1,D540_00
